customer_id,email,age,city,plan,tenure_months,monthly_charge,support_calls,satisfaction,churned
CUST-1077,user77@example.com,49,Leeds,premium,69,68,3,3,0
CUST-1078,user78@example.com,43,Leeds,standard,56,30,6,4,0
CUST-1079,user79@example.com,76,Manchester,premium,17,68,0,5,1
CUST-1080,user80@example.com,21,Bristol,basic,4,20,6,4,1
CUST-1081,user81@example.com,39,Manchester,basic,42,17,5,3,1
CUST-1082,user82@example.com,78,Bristol,standard,54,31,7,2,1
CUST-1083,user83@example.com,78,Leeds,premium,9,60,0,2,0
CUST-1084,user84@example.com,54,Leeds,premium,3,62,3,4,1
CUST-1085,user85@example.com,67,Leeds,standard,33,32,1,3,1
CUST-1086,user86@example.com,42,Manchester,premium,14,60,4,,0
CUST-1087,user87@example.com,24,Bristol,basic,26,19,3,,0
CUST-1088,user88@example.com,22,Glasgow,premium,16,60,5,,0
CUST-1089,user89@example.com,24,Manchester,basic,44,16,7,3,1
CUST-1090,user90@example.com,59,Bristol,premium,59,62,6,5,1
CUST-1091,user91@example.com,70,Glasgow,standard,69,37,6,3,1
CUST-1092,user92@example.com,47,Glasgow,basic,42,11,4,5,1
CUST-1093,user93@example.com,72,Bristol,standard,49,30,7,2,1
CUST-1094,user94@example.com,62,Bristol,basic,63,15,4,5,0
CUST-1095,user95@example.com,33,Manchester,premium,2,63,1,4,1
CUST-1096,user96@example.com,36,Leeds,basic,72,17,7,4,0
CUST-1097,user97@example.com,48,Glasgow,standard,32,40,5,5,1
CUST-1098,user98@example.com,37,Bristol,standard,45,38,5,2,0
CUST-1099,user99@example.com,25,Glasgow,premium,16,63,5,,1
CUST-1100,user100@example.com,66,Glasgow,basic,24,13,7,5,1
CUST-1101,user101@example.com,32,Bristol,basic,37,13,4,2,1
CUST-1102,user102@example.com,53,Bristol,basic,39,18,2,,0
CUST-1103,user103@example.com,73,London,premium,17,67,1,5,1
CUST-1104,user104@example.com,34,Manchester,standard,37,37,7,1,0
CUST-1105,user105@example.com,54,London,standard,9,37,1,2,1
CUST-1106,user106@example.com,66,Manchester,premium,20,64,1,5,1
CUST-1107,user107@example.com,76,Manchester,premium,29,66,7,3,1
CUST-1108,user108@example.com,78,Leeds,standard,55,39,0,,0
CUST-1109,user109@example.com,28,Leeds,standard,28,40,1,2,0
CUST-1110,user110@example.com,48,Bristol,basic,71,12,0,1,0
CUST-1111,user111@example.com,22,Leeds,standard,30,34,7,3,1
CUST-1112,user112@example.com,35,Leeds,standard,26,31,8,1,1
CUST-1113,user113@example.com,46,London,basic,8,14,4,4,1
CUST-1114,user114@example.com,23,Glasgow,premium,39,66,4,1,0
CUST-1115,user115@example.com,19,London,premium,56,65,4,2,0
CUST-1116,user116@example.com,51,Manchester,premium,3,64,0,3,0
CUST-1117,user117@example.com,23,Manchester,premium,24,66,7,3,1
CUST-1118,user118@example.com,62,Manchester,standard,53,35,1,3,0
CUST-1119,user119@example.com,23,Bristol,premium,52,60,7,3,0
CUST-1120,user120@example.com,73,Glasgow,basic,42,16,8,4,1
CUST-1121,user121@example.com,41,Glasgow,basic,53,13,8,4,1
CUST-1122,user122@example.com,46,Manchester,basic,57,13,4,1,0
CUST-1123,user123@example.com,63,Leeds,premium,4,69,3,3,1
CUST-1124,user124@example.com,76,London,basic,71,18,6,4,1
CUST-1125,user125@example.com,77,Bristol,premium,16,62,7,5,1
CUST-1126,user126@example.com,42,Leeds,standard,35,37,7,5,1
CUST-1127,user127@example.com,35,Manchester,premium,66,62,1,3,0
CUST-1128,user128@example.com,55,Manchester,standard,65,30,4,2,0
CUST-1129,user129@example.com,39,Glasgow,premium,58,67,5,5,0
CUST-1130,user130@example.com,42,Leeds,standard,49,35,3,4,0
CUST-1131,user131@example.com,42,Leeds,standard,6,37,6,4,1
CUST-1132,user132@example.com,46,London,basic,5,18,5,5,1
CUST-1133,user133@example.com,73,Leeds,basic,59,12,6,1,0
CUST-1134,user134@example.com,72,Glasgow,standard,61,35,6,4,0
CUST-1135,user135@example.com,20,Glasgow,premium,41,67,8,1,0
CUST-1136,user136@example.com,45,London,premium,31,70,4,,1
CUST-1137,user137@example.com,75,London,standard,13,32,4,1,1
CUST-1138,user138@example.com,51,Manchester,basic,42,14,5,5,0
CUST-1139,user139@example.com,57,Manchester,basic,24,12,1,5,0
CUST-1140,user140@example.com,47,Bristol,standard,31,39,2,,0
CUST-1141,user141@example.com,28,London,standard,2,34,8,4,1
CUST-1142,user142@example.com,37,Leeds,premium,45,64,6,4,0
CUST-1143,user143@example.com,54,Bristol,basic,62,13,6,5,0
CUST-1144,user144@example.com,35,London,premium,38,64,0,5,0
CUST-1145,user145@example.com,67,Leeds,premium,7,67,4,5,1
CUST-1146,user146@example.com,64,Leeds,basic,46,20,3,,0
CUST-1147,user147@example.com,37,Manchester,premium,13,70,0,1,0
CUST-1148,user148@example.com,44,Leeds,premium,47,62,1,2,0
CUST-1149,user149@example.com,50,Bristol,premium,17,65,8,2,1
CUST-1150,user150@example.com,22,Leeds,standard,33,34,5,2,1
CUST-1151,user151@example.com,68,Manchester,premium,51,65,1,1,0
CUST-1152,user152@example.com,34,Glasgow,premium,34,61,7,4,1
CUST-1153,user153@example.com,48,London,basic,48,20,3,5,1
CUST-1154,user154@example.com,47,Bristol,standard,72,39,3,,0
CUST-1155,user155@example.com,78,London,basic,53,12,0,3,0
CUST-1156,user156@example.com,47,Bristol,basic,64,11,3,,0
CUST-1157,user157@example.com,74,Manchester,standard,70,39,2,,0
CUST-1158,user158@example.com,62,Bristol,standard,13,39,6,2,1
CUST-1159,user159@example.com,24,Bristol,standard,57,33,5,5,0
CUST-1160,user160@example.com,72,Manchester,basic,46,16,4,1,0
CUST-1161,user161@example.com,21,Bristol,premium,28,70,0,2,0
CUST-1162,user162@example.com,55,Leeds,premium,17,63,1,2,1
CUST-1163,user163@example.com,35,Leeds,basic,43,19,0,2,0
CUST-1164,user164@example.com,18,Bristol,standard,70,32,1,2,0
CUST-1165,user165@example.com,21,Leeds,basic,42,12,4,,0
CUST-1166,user166@example.com,50,Glasgow,premium,54,61,1,1,0
CUST-1167,user167@example.com,64,Glasgow,premium,58,63,0,3,0
CUST-1168,user168@example.com,45,London,premium,59,60,0,4,0
CUST-1169,user169@example.com,56,Leeds,basic,57,11,5,1,0
CUST-1170,user170@example.com,56,Glasgow,standard,17,39,8,3,1
CUST-1171,user171@example.com,24,London,premium,59,69,6,,0
CUST-1172,user172@example.com,39,Manchester,premium,71,63,6,4,0
CUST-1173,user173@example.com,45,Bristol,premium,54,61,5,,0
CUST-1174,user174@example.com,23,Manchester,standard,33,32,7,1,1
CUST-1175,user175@example.com,55,Glasgow,basic,48,18,0,5,0
CUST-1176,user176@example.com,66,Manchester,premium,43,61,6,,0
CUST-1177,user177@example.com,40,London,standard,7,39,4,5,1
CUST-1178,user178@example.com,72,Glasgow,basic,65,12,7,3,0
CUST-1179,user179@example.com,69,Manchester,standard,15,39,3,5,1
CUST-1180,user180@example.com,66,Bristol,basic,72,19,4,3,0
CUST-1181,user181@example.com,54,Manchester,basic,45,12,2,1,0
CUST-1182,user182@example.com,42,Manchester,premium,19,70,0,4,1
CUST-1183,user183@example.com,64,Bristol,basic,44,15,4,5,1
CUST-1184,user184@example.com,23,Bristol,basic,11,12,2,4,1
CUST-1185,user185@example.com,44,Bristol,standard,55,39,7,2,0
CUST-1186,user186@example.com,55,Manchester,basic,66,15,6,5,1
CUST-1187,user187@example.com,56,London,basic,40,13,6,1,1
CUST-1188,user188@example.com,25,London,standard,27,33,2,4,0
CUST-1189,user189@example.com,52,Leeds,basic,56,12,6,5,0
CUST-1190,user190@example.com,45,London,premium,72,65,1,4,0
CUST-1191,user191@example.com,54,Manchester,standard,10,39,6,,1
CUST-1192,user192@example.com,69,Glasgow,standard,54,31,6,4,1
CUST-1193,user193@example.com,33,Manchester,basic,47,16,1,5,0
CUST-1194,user194@example.com,32,Bristol,premium,52,61,6,2,1
CUST-1195,user195@example.com,51,Glasgow,premium,10,70,1,2,0
CUST-1196,user196@example.com,30,Leeds,standard,45,40,2,5,0
CUST-1197,user197@example.com,78,Manchester,premium,20,61,2,4,1
CUST-1198,user198@example.com,27,Manchester,premium,58,69,5,1,1
CUST-1199,user199@example.com,68,Bristol,standard,61,40,4,5,0
CUST-1200,user200@example.com,21,Bristol,standard,8,38,1,3,0
CUST-1201,user201@example.com,42,Manchester,premium,10,61,8,5,1
CUST-1202,user202@example.com,30,Bristol,premium,71,60,7,5,1
CUST-1203,user203@example.com,46,London,premium,61,62,0,3,0
CUST-1204,user204@example.com,46,Glasgow,premium,11,70,2,5,1
CUST-1205,user205@example.com,42,Manchester,standard,21,35,4,3,1
CUST-1206,user206@example.com,61,Manchester,premium,7,70,5,3,1
CUST-1207,user207@example.com,39,London,premium,33,70,2,5,0
CUST-1208,user208@example.com,23,Bristol,standard,19,34,6,5,1
CUST-1209,user209@example.com,60,Glasgow,premium,49,65,2,1,0
CUST-1210,user210@example.com,31,Bristol,premium,55,65,0,4,0
CUST-1211,user211@example.com,22,Bristol,basic,25,12,2,1,1
CUST-1212,user212@example.com,57,Leeds,premium,65,68,0,5,0
CUST-1213,user213@example.com,71,Glasgow,basic,49,12,2,2,0
CUST-1214,user214@example.com,46,Glasgow,basic,57,16,5,3,0
CUST-1215,user215@example.com,37,Manchester,basic,58,18,3,2,0
CUST-1216,user216@example.com,42,Glasgow,premium,48,69,7,5,0
CUST-1217,user217@example.com,73,Bristol,basic,54,13,2,1,0
CUST-1218,user218@example.com,25,Bristol,standard,62,38,1,1,0
CUST-1219,user219@example.com,27,Manchester,standard,21,37,8,1,1
CUST-1220,user220@example.com,41,Leeds,standard,29,35,0,4,0
CUST-1221,user221@example.com,38,London,standard,11,33,0,,1
CUST-1222,user222@example.com,62,Leeds,basic,43,12,0,,0
CUST-1223,user223@example.com,75,London,standard,61,39,0,1,0
CUST-1224,user224@example.com,45,London,basic,33,12,8,3,1
CUST-1225,user225@example.com,33,Manchester,standard,31,31,0,,0
CUST-1226,user226@example.com,50,Glasgow,basic,59,11,7,2,1
CUST-1227,user227@example.com,57,Bristol,standard,19,36,0,2,0
CUST-1228,user228@example.com,51,Glasgow,basic,54,20,1,5,0
CUST-1229,user229@example.com,73,Manchester,premium,65,60,6,1,0
CUST-1230,user230@example.com,33,London,standard,50,34,0,5,0
CUST-1231,user231@example.com,52,Bristol,basic,43,10,5,,1
CUST-1232,user232@example.com,22,Manchester,premium,23,67,7,1,1
CUST-1233,user233@example.com,74,London,basic,38,10,3,3,0
CUST-1234,user234@example.com,59,Leeds,premium,40,66,8,3,1
CUST-1235,user235@example.com,35,London,basic,46,20,5,3,1
CUST-1236,user236@example.com,62,Manchester,standard,56,37,6,3,0
CUST-1237,user237@example.com,23,Manchester,standard,67,31,6,5,1
CUST-1238,user238@example.com,36,Bristol,premium,24,64,5,4,1
CUST-1239,user239@example.com,46,London,basic,55,17,5,,1
CUST-1240,user240@example.com,21,London,premium,46,66,4,,0
CUST-1241,user241@example.com,78,London,standard,52,38,2,2,0
CUST-1242,user242@example.com,41,Manchester,basic,57,12,1,5,0
CUST-1243,user243@example.com,78,Bristol,premium,5,62,7,3,1
CUST-1244,user244@example.com,59,Bristol,basic,57,19,2,2,0
CUST-1245,user245@example.com,51,Manchester,basic,15,12,7,5,1
CUST-1246,user246@example.com,62,Manchester,standard,16,34,7,2,1
CUST-1247,user247@example.com,29,Manchester,basic,16,11,7,1,1
CUST-1248,user248@example.com,37,Leeds,premium,41,65,1,,0
CUST-1249,user249@example.com,25,Leeds,standard,23,38,3,2,0
CUST-1250,user250@example.com,69,Glasgow,standard,31,30,5,2,0
CUST-1251,user251@example.com,63,Manchester,basic,12,14,6,5,1
CUST-1252,user252@example.com,22,Manchester,standard,53,39,1,4,0
CUST-1253,user253@example.com,58,Glasgow,standard,67,32,8,2,1
CUST-1254,user254@example.com,37,Leeds,standard,17,38,0,2,0
CUST-1255,user255@example.com,78,Glasgow,premium,42,63,5,3,0
CUST-1256,user256@example.com,57,Glasgow,standard,11,33,8,1,1
CUST-1257,user257@example.com,28,Glasgow,premium,65,62,2,,0
CUST-1258,user258@example.com,67,Glasgow,premium,44,60,0,3,1
CUST-1259,user259@example.com,49,Glasgow,premium,27,66,0,3,1
CUST-1260,user260@example.com,21,Leeds,standard,39,33,6,4,1
CUST-1261,user261@example.com,39,Glasgow,standard,54,37,3,2,0
CUST-1262,user262@example.com,41,Glasgow,premium,41,65,5,5,1
CUST-1263,user263@example.com,25,Bristol,standard,14,33,7,4,1
CUST-1264,user264@example.com,57,Manchester,basic,32,11,0,2,0
CUST-1265,user265@example.com,30,Leeds,standard,21,39,5,4,1
CUST-1266,user266@example.com,43,Glasgow,standard,66,37,4,4,0
CUST-1267,user267@example.com,21,London,basic,31,19,5,3,1
CUST-1268,user268@example.com,24,Manchester,premium,64,70,7,2,0
CUST-1269,user269@example.com,41,London,premium,34,65,6,4,1
CUST-1270,user270@example.com,42,Glasgow,premium,7,68,3,4,1
CUST-1271,user271@example.com,26,London,standard,71,39,1,4,0
CUST-1272,user272@example.com,50,Manchester,standard,48,38,5,5,0
CUST-1273,user273@example.com,63,Bristol,basic,6,10,2,4,0
CUST-1274,user274@example.com,38,Leeds,standard,67,32,8,4,1
CUST-1275,user275@example.com,71,Glasgow,premium,39,65,8,5,1
CUST-1276,user276@example.com,39,London,premium,63,69,4,4,0
CUST-1277,user277@example.com,56,Manchester,premium,40,70,0,3,0
CUST-1278,user278@example.com,57,Manchester,premium,30,60,7,2,1
CUST-1279,user279@example.com,30,London,basic,32,19,1,4,1
CUST-1280,user280@example.com,67,Glasgow,standard,41,32,6,4,1
CUST-1281,user281@example.com,31,Glasgow,premium,8,62,8,3,1
CUST-1282,user282@example.com,52,Bristol,premium,62,66,5,5,1
CUST-1283,user283@example.com,57,Manchester,premium,46,70,4,2,0
CUST-1284,user284@example.com,37,Bristol,standard,32,38,4,,1
CUST-1285,user285@example.com,48,Bristol,premium,27,67,5,5,1
CUST-1286,user286@example.com,70,Bristol,standard,36,31,8,2,0
CUST-1287,user287@example.com,40,Manchester,basic,38,14,1,,1
CUST-1288,user288@example.com,77,Glasgow,premium,33,67,3,,1
CUST-1289,user289@example.com,33,London,basic,35,11,3,,1
CUST-1290,user290@example.com,63,Manchester,basic,68,20,3,1,0
CUST-1291,user291@example.com,44,Manchester,basic,18,18,2,4,1
CUST-1292,user292@example.com,23,Glasgow,standard,26,35,4,2,0
CUST-1293,user293@example.com,44,Leeds,premium,69,60,2,1,0
CUST-1294,user294@example.com,54,Glasgow,standard,51,32,4,1,0
CUST-1295,user295@example.com,51,Manchester,standard,43,37,8,2,1
CUST-1296,user296@example.com,64,Manchester,standard,65,34,3,,0
CUST-1297,user297@example.com,65,Bristol,premium,33,62,0,3,0
CUST-1298,user298@example.com,23,Manchester,basic,25,19,6,,1
CUST-1299,user299@example.com,38,Leeds,basic,13,12,7,1,1
CUST-1300,user300@example.com,37,Glasgow,standard,34,33,7,,1
CUST-1301,user301@example.com,62,Leeds,standard,2,40,5,1,0
CUST-1302,user302@example.com,75,Bristol,standard,16,34,2,,0
CUST-1303,user303@example.com,57,Leeds,premium,16,64,5,2,1
CUST-1304,user304@example.com,44,Glasgow,standard,18,32,7,4,1
CUST-1305,user305@example.com,61,Glasgow,premium,69,63,3,1,0
CUST-1306,user306@example.com,21,Glasgow,standard,68,38,5,5,1
CUST-1307,user307@example.com,28,Bristol,premium,26,68,2,5,1
CUST-1308,user308@example.com,75,Glasgow,basic,57,20,3,4,0
CUST-1309,user309@example.com,44,Manchester,standard,8,32,8,5,1
CUST-1310,user310@example.com,70,London,premium,8,67,4,,1
CUST-1311,user311@example.com,45,Bristol,premium,28,61,0,,0
CUST-1312,user312@example.com,36,Manchester,premium,9,60,1,2,1
CUST-1313,user313@example.com,41,Manchester,premium,18,70,6,4,1
CUST-1314,user314@example.com,25,Leeds,standard,49,31,8,5,1
CUST-1315,user315@example.com,71,London,premium,51,62,3,1,1
CUST-1316,user316@example.com,32,Leeds,standard,39,40,8,4,1
CUST-1317,user317@example.com,77,London,basic,45,14,3,1,0
CUST-1318,user318@example.com,20,Manchester,premium,54,60,3,5,0
CUST-1319,user319@example.com,46,Leeds,basic,7,10,6,5,1
CUST-1320,user320@example.com,76,Glasgow,basic,28,12,8,3,1
CUST-1321,user321@example.com,60,Glasgow,basic,42,14,2,2,0
CUST-1322,user322@example.com,65,Leeds,standard,53,34,0,,0
CUST-1323,user323@example.com,40,Manchester,premium,55,67,0,5,0
CUST-1324,user324@example.com,66,Glasgow,premium,41,66,6,4,1
CUST-1325,user325@example.com,69,Manchester,basic,31,14,2,1,1
CUST-1326,user326@example.com,34,Leeds,standard,72,36,8,3,0
CUST-1327,user327@example.com,52,Leeds,standard,11,35,1,1,0
CUST-1328,user328@example.com,66,Glasgow,standard,35,40,0,,0
CUST-1329,user329@example.com,73,Bristol,basic,72,17,3,3,0
CUST-1330,user330@example.com,76,Leeds,basic,2,13,1,,1
CUST-1331,user331@example.com,38,Bristol,standard,27,33,8,4,1
CUST-1332,user332@example.com,74,Manchester,premium,60,70,5,4,0
CUST-1333,user333@example.com,76,Leeds,premium,13,67,5,3,1
CUST-1334,user334@example.com,53,Glasgow,standard,41,30,3,5,0
CUST-1335,user335@example.com,39,Leeds,standard,54,32,3,4,0
CUST-1336,user336@example.com,64,Manchester,standard,32,38,5,4,1
CUST-1337,user337@example.com,26,Glasgow,premium,22,65,2,4,1
CUST-1338,user338@example.com,22,London,premium,24,70,0,1,0
CUST-1339,user339@example.com,22,Leeds,basic,53,20,3,1,0
CUST-1340,user340@example.com,77,Glasgow,premium,28,67,5,4,1
CUST-1341,user341@example.com,53,Manchester,basic,63,10,8,1,1
CUST-1342,user342@example.com,70,Manchester,premium,3,64,8,2,1
CUST-1343,user343@example.com,33,Leeds,basic,14,18,2,5,1
CUST-1344,user344@example.com,43,Manchester,standard,68,35,4,5,0
CUST-1345,user345@example.com,61,London,premium,32,63,4,,0
CUST-1346,user346@example.com,58,London,basic,5,16,6,,1
CUST-1347,user347@example.com,59,Bristol,basic,22,17,6,5,1
CUST-1348,user348@example.com,74,Glasgow,premium,13,60,3,4,1
CUST-1349,user349@example.com,75,Glasgow,basic,35,11,4,5,1
CUST-1350,user350@example.com,66,Manchester,basic,5,15,0,1,1
CUST-1351,user351@example.com,54,Manchester,basic,39,19,3,,0
CUST-1352,user352@example.com,23,Glasgow,standard,70,36,2,,0
CUST-1353,user353@example.com,32,London,basic,45,11,6,3,0
CUST-1354,user354@example.com,32,Bristol,standard,51,30,4,5,0
CUST-1355,user355@example.com,23,Glasgow,standard,49,32,6,3,0
CUST-1356,user356@example.com,68,Leeds,premium,32,61,1,,0
CUST-1357,user357@example.com,23,London,standard,50,35,1,3,0
CUST-1358,user358@example.com,46,Glasgow,standard,57,34,1,5,0
CUST-1359,user359@example.com,23,Bristol,standard,66,31,0,5,0
CUST-1360,user360@example.com,44,Manchester,premium,12,69,5,1,1
CUST-1361,user361@example.com,28,Manchester,basic,72,19,8,2,0
CUST-1362,user362@example.com,45,Bristol,standard,18,34,4,4,1
CUST-1363,user363@example.com,34,Leeds,standard,39,31,5,,1
CUST-1364,user364@example.com,18,Manchester,premium,64,69,3,3,0
CUST-1365,user365@example.com,45,Glasgow,standard,49,37,5,2,0
CUST-1366,user366@example.com,43,Bristol,standard,39,39,3,3,0
CUST-1367,user367@example.com,42,Bristol,premium,63,63,5,4,0
CUST-1368,user368@example.com,61,Glasgow,basic,47,19,3,1,0
CUST-1369,user369@example.com,69,Bristol,premium,60,63,7,,0
CUST-1370,user370@example.com,34,Leeds,standard,9,40,7,,1
CUST-1371,user371@example.com,56,Manchester,standard,55,31,7,5,1
CUST-1372,user372@example.com,41,Glasgow,premium,52,68,6,5,0
CUST-1373,user373@example.com,28,Glasgow,basic,11,13,5,1,1
CUST-1374,user374@example.com,50,Glasgow,standard,52,36,1,5,0
CUST-1375,user375@example.com,47,Glasgow,standard,29,35,6,,1
CUST-1376,user376@example.com,76,London,basic,65,15,0,1,0
CUST-1377,user377@example.com,47,Leeds,standard,19,34,5,5,1
CUST-1378,user378@example.com,38,London,standard,62,37,1,3,0
CUST-1379,user379@example.com,72,Bristol,premium,6,61,0,,1
CUST-1380,user380@example.com,39,Glasgow,premium,14,62,3,4,0
CUST-1381,user381@example.com,29,Manchester,basic,60,16,2,4,0
CUST-1382,user382@example.com,18,Leeds,premium,4,69,3,2,0
CUST-1383,user383@example.com,69,Glasgow,premium,36,61,1,2,0
CUST-1384,user384@example.com,49,Glasgow,standard,47,33,7,,1
CUST-1385,user385@example.com,55,London,premium,41,66,6,3,1
CUST-1386,user386@example.com,37,Glasgow,standard,46,39,2,5,0
CUST-1387,user387@example.com,25,Leeds,premium,11,62,5,3,0
CUST-1388,user388@example.com,26,Glasgow,basic,15,15,2,4,0
CUST-1389,user389@example.com,62,Leeds,basic,55,17,8,5,1
CUST-1390,user390@example.com,57,London,standard,22,34,2,3,1
CUST-1391,user391@example.com,70,Manchester,standard,2,32,3,5,1
CUST-1392,user392@example.com,71,Manchester,premium,65,67,6,4,0
CUST-1393,user393@example.com,68,Leeds,basic,22,19,0,3,0
CUST-1394,user394@example.com,54,Manchester,standard,5,33,8,5,1
CUST-1395,user395@example.com,35,Glasgow,basic,66,19,1,3,0
CUST-1396,user396@example.com,65,Leeds,basic,70,17,8,3,1
CUST-1397,user397@example.com,73,London,standard,5,34,5,4,1
CUST-1398,user398@example.com,45,Leeds,basic,16,13,5,5,1
CUST-1399,user399@example.com,54,Bristol,basic,18,13,0,5,0
CUST-1400,user400@example.com,36,Glasgow,premium,36,68,2,3,0
CUST-1401,user401@example.com,66,Manchester,premium,66,61,2,1,0
CUST-1402,user402@example.com,71,Leeds,premium,36,62,2,,0
CUST-1403,user403@example.com,58,Manchester,standard,51,32,4,4,1
CUST-1404,user404@example.com,62,Bristol,basic,58,20,1,4,0
CUST-1405,user405@example.com,73,London,standard,63,39,0,,0
CUST-1406,user406@example.com,43,Leeds,premium,59,70,5,4,1
CUST-1407,user407@example.com,71,Bristol,standard,28,34,5,3,0
CUST-1408,user408@example.com,66,London,premium,71,62,7,1,1
CUST-1409,user409@example.com,25,Leeds,premium,13,67,0,4,0
CUST-1410,user410@example.com,74,Bristol,basic,59,16,3,2,1
CUST-1411,user411@example.com,34,London,basic,36,20,5,3,1
CUST-1412,user412@example.com,45,London,basic,22,16,4,,1
CUST-1413,user413@example.com,22,Leeds,basic,13,13,7,5,1
CUST-1414,user414@example.com,70,London,premium,29,70,7,4,1
